observable,sintetico,base,PROV,timestamp,RADIO_REF_ID,DPTO,valor,frac
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6029,6408,422.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6030,6408,1127.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6031,6408,422.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6032,6408,4302.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6033,6408,1845.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6034,6408,1520.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6035,6408,1850.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6036,6408,2162.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6037,6408,3140.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6038,6408,1560.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6039,6408,1810.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6040,6408,875.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6041,6408,1717.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6042,6408,2005.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6043,6408,1915.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6044,6408,1320.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6045,6408,1057.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6046,6408,1352.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6047,6408,1657.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6048,6408,1675.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6049,6408,1797.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6050,6408,2495.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6051,6408,1725.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6052,6408,1292.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6053,6408,815.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6054,6408,1132.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6055,6408,1672.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6056,6408,1792.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6057,6408,1465.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6058,6408,782.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6059,6408,965.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6060,6408,585.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6061,6408,967.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6062,6408,1095.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6063,6408,1110.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6064,6408,1140.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6065,6408,1022.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6066,6408,870.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6067,6408,1107.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6068,6408,1247.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6069,6408,175.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6070,6408,1852.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6071,6408,1582.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6072,6408,212.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6073,6408,822.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6074,6408,787.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6075,6408,1137.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6076,6408,327.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6077,6408,812.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6078,6408,387.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,6079,6408,622.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10926,6749,142.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10927,6749,2940.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10928,6749,967.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10929,6749,995.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10930,6749,535.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10931,6749,405.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10932,6749,647.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10933,6749,415.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10934,6749,422.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10935,6749,647.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10936,6749,140.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10937,6749,360.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10938,6749,440.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10939,6749,387.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10940,6749,535.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10941,6749,355.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10942,6749,240.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10943,6749,302.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10944,6749,350.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10945,6749,120.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10946,6749,130.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10947,6749,407.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10948,6749,402.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10949,6749,422.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10950,6749,275.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10951,6749,285.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10952,6749,295.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10953,6749,290.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10954,6749,287.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10955,6749,307.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10956,6749,472.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10957,6749,717.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10958,6749,260.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10959,6749,487.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10960,6749,775.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10961,6749,382.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10962,6749,170.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10963,6749,277.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10964,6749,202.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10965,6749,340.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10966,6749,290.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10967,6749,217.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10968,6749,105.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10969,6749,262.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10970,6749,307.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10971,6749,357.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10972,6749,177.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10973,6749,230.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10974,6749,187.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10975,6749,282.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10976,6749,205.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10977,6749,530.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10978,6749,322.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10979,6749,455.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10980,6749,1232.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10981,6749,770.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10982,6749,780.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10983,6749,967.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10984,6749,1435.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10985,6749,822.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10986,6749,835.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10987,6749,1560.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10988,6749,2177.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10989,6749,802.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10990,6749,487.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10991,6749,962.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10992,6749,2000.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10993,6749,2017.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10994,6749,1427.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10995,6749,1822.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10996,6749,1522.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10997,6749,1335.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10998,6749,705.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,10999,6749,1355.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11000,6749,2412.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11001,6749,1255.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11002,6749,1705.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11003,6749,1652.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11004,6749,770.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11005,6749,997.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11006,6749,730.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11007,6749,852.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11008,6749,1307.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11009,6749,1835.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11010,6749,1250.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11011,6749,1547.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11012,6749,1112.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11013,6749,1245.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11014,6749,1290.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11015,6749,1110.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11016,6749,1017.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11017,6749,730.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11018,6749,380.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11019,6749,1377.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11020,6749,572.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11021,6749,1207.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11022,6749,1367.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11023,6749,445.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11024,6749,1892.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11025,6749,3030.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11026,6749,2225.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11027,6749,865.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11028,6749,1250.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11029,6749,810.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11030,6749,1345.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11031,6749,1552.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11032,6749,660.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11033,6749,1415.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11034,6749,1120.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11035,6749,725.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11036,6749,1405.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11037,6749,2147.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11038,6749,1570.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11039,6749,1605.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11040,6749,2875.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11041,6749,1780.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11042,6749,1017.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11043,6749,2130.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11044,6749,2115.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11045,6749,997.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11046,6749,1242.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11047,6749,1730.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11048,6749,2222.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11049,6749,3315.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11050,6749,4405.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11051,6749,1860.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11052,6749,2707.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11053,6749,3227.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11054,6749,2557.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11055,6749,65.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11056,6749,1222.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11057,6749,1212.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11058,6749,1072.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11059,6749,1005.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11060,6749,1532.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11061,6749,1167.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11062,6749,1220.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11063,6749,1005.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11064,6749,2577.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11065,6749,1412.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11066,6749,1597.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11067,6749,1720.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11068,6749,1862.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11069,6749,1222.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11070,6749,822.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11071,6749,1017.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11072,6749,1350.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11073,6749,1367.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11074,6749,1547.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11075,6749,1762.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11076,6749,1942.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11077,6749,2012.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11078,6749,1805.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11079,6749,1875.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11080,6749,467.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11081,6749,1267.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11082,6749,1297.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11083,6749,1295.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11084,6749,1267.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11085,6749,2485.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11086,6749,4430.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11087,6749,357.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11088,6749,3680.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11089,6749,2195.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11090,6749,117.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11091,6749,502.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11092,6749,107.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11093,6749,540.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11094,6749,275.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11095,6749,95.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11096,6749,75.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11097,6749,300.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11098,6749,692.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11099,6749,477.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11100,6749,877.5,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11101,6749,475.0,0.2
Pobreza,sum,Personas,6,2022-08-16 19:41:37.322681,11102,6749,325.0,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5910,6408,0.3478,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5911,6408,0.1897,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5912,6408,0.3307,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5913,6408,0.2402,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5914,6408,0.5024,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5915,6408,0.2152,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5916,6408,0.2339,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5917,6408,0.4238,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5918,6408,0.3935,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5919,6408,0.3907,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5920,6408,0.372,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5921,6408,0.414,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5922,6408,0.4324,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5923,6408,0.6591,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5924,6408,0.2016,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5925,6408,0.1371,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5926,6408,0.15,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5927,6408,0.5887,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5928,6408,0.4076,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5929,6408,0.3477,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5930,6408,0.4553,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5931,6408,0.2678,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5932,6408,0.3377,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5933,6408,0.3873,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5934,6408,0.4929,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5935,6408,0.491,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5936,6408,0.4098,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5937,6408,0.3353,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5938,6408,0.7228,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5939,6408,0.5691,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5940,6408,0.6062,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5941,6408,0.5453,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5942,6408,0.4429,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5943,6408,0.4151,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5944,6408,0.4565,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5945,6408,0.6038,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5946,6408,0.444,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5947,6408,0.4566,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5948,6408,0.7078,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5949,6408,0.7297,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5950,6408,0.6433,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5951,6408,0.6267,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5952,6408,0.596,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5953,6408,0.5678,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5954,6408,0.6073,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5955,6408,0.5923,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5956,6408,0.4939,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5957,6408,0.3746,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5958,6408,0.4723,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5959,6408,0.5118,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5960,6408,0.5634,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5961,6408,0.5441,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5962,6408,0.5503,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5963,6408,0.5262,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5964,6408,0.5992,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5965,6408,0.5595,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5966,6408,0.5832,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5967,6408,0.3989,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5968,6408,0.5396,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5969,6408,0.4015,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5970,6408,0.3,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5971,6408,0.4844,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5972,6408,0.1722,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5973,6408,0.2372,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5974,6408,0.1093,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5975,6408,0.1922,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5976,6408,0.1793,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5977,6408,0.2133,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5978,6408,0.2427,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5979,6408,0.259,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5980,6408,0.1909,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5981,6408,0.2469,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5982,6408,0.5484,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5983,6408,0.6651,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5984,6408,0.3683,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5985,6408,0.2299,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5986,6408,0.1821,0.2
Indigencia,mean,Personas,6,2022-08-16 19:41:37.322681,5987,6408,0.1541,0.2
