observable,sintetico,base,PROV,timestamp,RADIO_REF_ID,DPTO,valor,frac
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5923,6408,0.1591,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5924,6408,0.0887,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5925,6408,0.0903,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5926,6408,0.1094,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5927,6408,0.1558,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5928,6408,0.1375,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5929,6408,0.1664,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5930,6408,0.1334,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5931,6408,0.1257,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5932,6408,0.1158,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5933,6408,0.1257,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5934,6408,0.1292,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5935,6408,0.1377,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5936,6408,0.1224,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5937,6408,0.1262,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5938,6408,0.2383,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5939,6408,0.1383,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5940,6408,0.149,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5941,6408,0.1348,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5942,6408,0.1262,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5943,6408,0.1123,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5944,6408,0.1613,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5945,6408,0.1623,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5946,6408,0.1233,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5947,6408,0.1378,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5948,6408,0.1461,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5949,6408,0.1613,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5950,6408,0.1522,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5951,6408,0.1716,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5952,6408,0.1312,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5953,6408,0.126,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5954,6408,0.1741,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5955,6408,0.1238,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5956,6408,0.1333,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5957,6408,0.1278,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5958,6408,0.1446,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5959,6408,0.1739,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5960,6408,0.137,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5961,6408,0.1718,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5962,6408,0.1411,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5963,6408,0.1597,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5964,6408,0.1157,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5965,6408,0.1407,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5966,6408,0.1364,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5967,6408,0.1599,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5968,6408,0.1268,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5969,6408,0.1441,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5970,6408,0.0859,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5971,6408,0.1245,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5972,6408,0.0913,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5973,6408,0.0982,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5974,6408,0.1025,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5975,6408,0.0892,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5976,6408,0.0967,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5977,6408,0.0967,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5978,6408,0.1073,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5979,6408,0.0953,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5980,6408,0.0853,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5981,6408,0.0954,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5982,6408,0.1395,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5983,6408,0.1525,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5984,6408,0.1136,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5985,6408,0.1034,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5986,6408,0.0755,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5987,6408,0.0639,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5988,6408,0.0952,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5989,6408,0.1114,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5990,6408,0.1267,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5991,6408,0.1353,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5992,6408,0.1534,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5993,6408,0.0896,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5994,6408,0.0914,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5995,6408,0.1135,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5996,6408,0.1651,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5997,6408,0.1411,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5998,6408,0.0974,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,5999,6408,0.1129,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6000,6408,0.1335,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6001,6408,0.1145,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6002,6408,0.1222,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6003,6408,0.1686,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6004,6408,0.1352,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6005,6408,0.0998,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6006,6408,0.1145,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6007,6408,0.1048,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6008,6408,0.1299,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6009,6408,0.1,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6010,6408,0.145,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6011,6408,0.1271,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6012,6408,0.1179,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6013,6408,0.1172,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6014,6408,0.1419,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6015,6408,0.1221,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6016,6408,0.1005,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6017,6408,0.1408,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6018,6408,0.1379,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6019,6408,0.1748,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6020,6408,0.144,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6021,6408,0.1593,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6022,6408,0.1319,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6023,6408,0.0984,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6024,6408,0.1562,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6025,6408,0.2139,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6026,6408,0.095,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6027,6408,0.1392,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6028,6408,0.1298,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6029,6408,0.1801,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6030,6408,0.1703,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6031,6408,0.1631,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6032,6408,0.115,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6033,6408,0.064,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6034,6408,0.1636,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6035,6408,0.1659,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6036,6408,0.1119,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6037,6408,0.1189,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6038,6408,0.1392,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6039,6408,0.1829,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6040,6408,0.1202,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6041,6408,0.1387,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6042,6408,0.1344,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6043,6408,0.1604,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6044,6408,0.1294,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6045,6408,0.1235,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6046,6408,0.1277,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6047,6408,0.1532,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6048,6408,0.1604,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6049,6408,0.1732,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6050,6408,0.1349,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6051,6408,0.1393,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6052,6408,0.1554,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6053,6408,0.1318,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6054,6408,0.1209,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6055,6408,0.1206,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6056,6408,0.1305,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6057,6408,0.1113,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6058,6408,0.1302,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6059,6408,0.1184,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6060,6408,0.1107,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6061,6408,0.1085,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6062,6408,0.1318,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6063,6408,0.1358,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6064,6408,0.12,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6065,6408,0.1162,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6066,6408,0.1165,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6067,6408,0.1134,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6068,6408,0.1367,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6069,6408,0.1402,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6070,6408,0.1419,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6071,6408,0.0859,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6072,6408,0.087,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6073,6408,0.0522,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6074,6408,0.0976,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6075,6408,0.1099,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6076,6408,0.1017,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6077,6408,0.1194,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6078,6408,0.069,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,6079,6408,0.132,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10926,6749,0.2763,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10927,6749,0.1271,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10928,6749,0.1265,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10929,6749,0.1414,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10930,6749,0.1519,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10931,6749,0.1016,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10932,6749,0.0653,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10933,6749,0.0864,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10934,6749,0.091,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10935,6749,0.1448,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10936,6749,0.1397,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10937,6749,0.0702,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10938,6749,0.0602,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10939,6749,0.0901,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10940,6749,0.0809,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10941,6749,0.0587,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10942,6749,0.073,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10943,6749,0.066,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10944,6749,0.0707,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10945,6749,0.0426,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10946,6749,0.0636,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10947,6749,0.0849,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10948,6749,0.0805,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10949,6749,0.0909,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10950,6749,0.1015,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10951,6749,0.0636,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10952,6749,0.0575,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10953,6749,0.0843,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10954,6749,0.053,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10955,6749,0.0642,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10956,6749,0.1114,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10957,6749,0.1667,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10958,6749,0.0915,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10959,6749,0.0803,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10960,6749,0.208,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10961,6749,0.0796,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10962,6749,0.0809,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10963,6749,0.0878,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10964,6749,0.061,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10965,6749,0.0662,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10966,6749,0.084,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10967,6749,0.1097,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10968,6749,0.0439,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10969,6749,0.1191,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10970,6749,0.0789,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10971,6749,0.0695,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10972,6749,0.0895,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10973,6749,0.1362,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10974,6749,0.0986,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10975,6749,0.1417,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10976,6749,0.0997,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10977,6749,0.0826,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10978,6749,0.0942,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10979,6749,0.0815,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10980,6749,0.1467,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10981,6749,0.1067,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10982,6749,0.0981,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10983,6749,0.1146,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10984,6749,0.0951,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10985,6749,0.0942,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10986,6749,0.0991,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10987,6749,0.1072,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10988,6749,0.1447,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10989,6749,0.0876,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10990,6749,0.0892,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10991,6749,0.1274,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10992,6749,0.1496,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10993,6749,0.1106,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10994,6749,0.1213,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10995,6749,0.1081,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10996,6749,0.1022,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10997,6749,0.1274,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10998,6749,0.1288,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,10999,6749,0.1237,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11000,6749,0.1233,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11001,6749,0.1141,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11002,6749,0.0626,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11003,6749,0.1106,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11004,6749,0.1108,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11005,6749,0.1034,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11006,6749,0.1034,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11007,6749,0.1198,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11008,6749,0.1031,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11009,6749,0.0862,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11010,6749,0.1429,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11011,6749,0.098,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11012,6749,0.1166,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11013,6749,0.1426,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11014,6749,0.1391,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11015,6749,0.1183,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11016,6749,0.0872,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11017,6749,0.0865,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11018,6749,0.0263,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11019,6749,0.1252,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11020,6749,0.1078,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11021,6749,0.0925,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11022,6749,0.0851,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11023,6749,0.1472,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11024,6749,0.1092,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11025,6749,0.1443,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11026,6749,0.1111,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11027,6749,0.1403,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11028,6749,0.0913,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11029,6749,0.1103,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11030,6749,0.0878,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11031,6749,0.1163,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11032,6749,0.0929,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11033,6749,0.0824,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11034,6749,0.119,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11035,6749,0.0897,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11036,6749,0.1059,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11037,6749,0.1287,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11038,6749,0.1075,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11039,6749,0.1516,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11040,6749,0.1079,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11041,6749,0.115,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11042,6749,0.0964,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11043,6749,0.1462,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11044,6749,0.1424,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11045,6749,0.089,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11046,6749,0.106,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11047,6749,0.1298,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11048,6749,0.1406,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11049,6749,0.1341,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11050,6749,0.0965,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11051,6749,0.0654,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11052,6749,0.0966,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11053,6749,0.1291,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11054,6749,0.1075,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11055,6749,0.0625,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11056,6749,0.124,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11057,6749,0.1004,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11058,6749,0.1078,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11059,6749,0.1004,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11060,6749,0.0973,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11061,6749,0.1483,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11062,6749,0.1325,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11063,6749,0.1061,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11064,6749,0.1376,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11065,6749,0.0975,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11066,6749,0.1515,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11067,6749,0.1196,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11068,6749,0.1408,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11069,6749,0.1321,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11070,6749,0.1436,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11071,6749,0.1343,0.2
Monotrib,mean,Personas,6,2022-08-16 19:41:37.322681,11072,6749,0.1214,0.2
