Q,Value,tipo_cambio_a3500,ppp_5usd,ppp_5usd_ARS,index,ppp_5usd_ARS_deflac
2003-08-15,0.9166619382352932,2.882120071684588,53.2073264135893,153.34990341727925,0.09650078669796137,1589.1052152481452
2003-11-15,0.9561233733359188,2.9018885304659503,55.119785265713965,159.95147266432141,0.09733169615543585,1643.364689842491
2004-02-15,0.9902676240555279,2.9091972932888406,56.94475299301792,165.66352127428937,0.09821898544091907,1686.6751425969442
2004-05-15,1.0190108173577097,2.9051150179211467,58.67995481608179,170.4720179871335,0.10015966637341753,1702.0026539582898
2004-08-15,1.0427612458269826,2.9892973118279573,58.35661312762906,174.4452667498056,0.10168951549639592,1715.4695437209384
2004-11-15,1.0612072976768865,2.965194623655913,59.8716644401271,177.5311375071958,0.1029238512559806,1724.878493573471
2005-02-15,1.0759377087305042,2.9293833717357907,61.44481267277258,179.9954125230406,0.10624318217339783,1694.1831827784763
2005-05-15,1.0934559731893438,2.891929928315413,63.253978040894005,182.92607218146733,0.10896053274450719,1678.8287242537258
2005-08-15,1.1157337518232753,2.8897859139784936,64.59058368161105,186.6529588987688,0.11169984050101096,1671.0226089989756
2005-11-15,1.1424953172450678,2.981764301075268,64.099615691242,191.12994578078948,0.11494655710452546,1662.7722534306743
2006-02-15,1.1727292395326,3.063268394777265,64.04526268890858,196.18782903014122,0.1185260355250467,1655.229824916258
2006-05-15,1.2032547574759118,3.0670796774193545,65.63066987947002,201.29449380274107,0.12136765646563667,1658.5513773987589
2006-08-15,1.2339009310663964,3.0867335483870963,66.87371618697381,206.42134325964923,0.12353043730597049,1671.016048849302
2006-11-15,1.2641607449863344,3.0781368817204293,68.70505311808506,211.48355796333885,0.1265719089749349,1670.8569830073359
2007-02-15,1.2960572638693544,3.0960214669738866,70.03167842375069,216.81957976814408,0.1301391351707453,1666.0597865789734
2007-05-15,1.3383275591053685,3.0836592473118283,72.60563828634612,223.89104790866895,0.137383757692057,1629.6762562756244
2007-08-15,1.3940601748602244,3.1368522939068098,74.34671072622716,233.2146500859917,0.14852650868502557,1570.1887302862617
2007-11-15,1.4625962320611532,3.145586774193548,77.78522065557296,244.6801613218971,0.15460255174212004,1582.639863086013
2008-02-15,1.540452809028413,3.1522451612903226,81.75281574172489,257.7049178437116,0.1618367124233917,1592.3761301422928
2008-05-15,1.6136535180556917,3.1209207526881726,86.497161526946,269.9507864580667,0.17194108641160588,1570.0190809068033
2008-08-15,1.6798608714942842,3.046268888888889,92.25276402402581,281.0267249603979,0.18335629092077,1532.6811179979218
2008-11-15,1.738276659839127,3.330737670250896,87.30774631385147,290.7991995522539,0.19127007931787196,1520.3590681267738
2009-02-15,1.7917495895645985,3.5425108678955457,84.61365011016697,299.74477508757764,0.19404179841575578,1544.7433364091053
2009-05-15,1.8526183956376752,3.7291141935483862,83.11025166237815,309.92761910355273,0.20167358585909337,1536.77844217088
2009-08-15,1.9251941346233272,3.8302687096774193,84.0852065089584,322.06893543802744,0.2120307613944232,1518.9726873588374
2009-11-15,2.00850306799912,3.8147114336917567,88.08158404409382,336.0058257506861,0.22151321491521028,1516.8658261733988
2010-02-15,2.101418521267115,3.839720084485407,91.55610280224163,351.5498067869778,0.2316684535014011,1517.4694762006154
2010-05-15,2.201925698193523,3.9010925089605735,94.42580997011702,368.3638199269581,0.24913218062689335,1478.5878684963188
2010-08-15,2.311604118002672,3.941112329749104,98.12257891132363,386.71210557419704,0.2662872085516737,1452.2368824154562
2010-11-15,2.4288129113349286,3.967324265232975,102.4166750168274,406.3201599587391,0.27867079985626053,1458.0650723661058
2011-02-15,2.551165372830833,4.01342603686636,106.34024477909406,426.7887071631581,0.2921955039726789,1460.6272217079152
2011-05-15,2.6722888956040083,4.081836021505375,109.52220050122163,447.05166316042056,0.31127875313577863,1436.1778908996666
2011-08-15,2.7930135858087533,4.167081792114694,112.12832411323326,467.24789779258936,0.3309411187413747,1411.8762261081745
2011-11-15,2.9113247745343096,4.256242043010753,114.42967030965248,487.04037373980213,0.34551126150852385,1409.622284418034
2012-02-15,3.0290159773864733,4.340982944011864,116.73142644247177,506.72913121694546,0.3643306325601174,1390.8496457083697
2012-05-15,3.1527606016392205,4.4475791397849465,118.588238471397,527.430575649228,0.39153465165115914,1347.085305029774
2012-08-15,3.286160228086917,4.610161792114696,119.24683910891616,549.7472214903739,0.4187029091531106,1312.9768374485864
2012-11-15,3.427848151644227,4.8019335483870975,119.42073429179992,573.4504303688154,0.4364194339836912,1313.9892170572884
2013-02-15,3.587325893950556,5.01446916282642,119.67961277424898,600.1297276754784,0.45045325280719306,1332.2797070184577
2013-05-15,3.8060873642091337,5.239756953405017,121.51836512640425,636.7266986374863,0.4665180286760913,1364.8490722736306
2013-08-15,4.099260530621435,5.585988279569894,122.76648140789634,685.7721262685442,0.5002127300826936,1370.9609632589209
2013-11-15,4.463450885568913,6.065481612903227,123.10615799134005,746.6981377316328,0.5308446288853692,1406.622761352032
2014-02-15,4.877201513426338,7.61456129032258,107.15196040082252,815.9151698502811,0.6067561090506303,1344.7168601679423
2014-05-15,5.267113848196981,8.055383691756271,109.38575838289364,881.1442541879533,0.6540107382789347,1347.2932516471103
2014-08-15,5.622685090002199,8.298355161290322,113.3511812360204,940.6283598482846,0.696088066818683,1351.3065439366303
2014-11-15,5.937322335341648,8.51450218637993,116.65562205214856,993.2645490165297,0.7423627332236392,1337.977385668827
2015-02-15,6.23658312520993,8.688017895545316,120.08819478336166,1043.3283853215778,0.7831951834811917,1332.1435158527545
2015-05-15,6.627572845084816,8.950400896057348,123.8757593190468,1108.7377072089807,0.8288303214081062,1337.7137377471154
2015-08-15,7.145265382092375,9.248855340501793,129.24230194317403,1195.3433545458702,0.8817834761017547,1355.5973625524502
2015-11-15,7.783573353522872,10.167450143369175,128.06819217916646,1302.126958933097,0.9375471505258852,1388.8655714037563
2016-02-15,8.491522350854186,14.439059733036707,98.38320173725656,1420.5609266116483,1.0523110230795236,1349.9439761207327
2016-05-15,9.065359321546731,14.218393799283154,106.66177145200574,1516.5590698337553,1.1340786440335973,1337.2609367193295
2016-08-15,9.463093169360873,14.946501218637993,105.91753915961543,1583.0966281243293,1.1946289003491064,1325.178578604369
2016-11-15,9.678564565401684,15.456590250896056,104.75422915433269,1619.14319708699,1.2583189227572251,1286.751051584862
2017-02-15,9.781491979831364,15.665326920122885,104.45757717897568,1636.3620957926216,1.313707464569539,1245.606148952504
2017-05-15,10.045606994974989,15.70911136200717,106.97908354842586,1680.5463368676908,1.3977605216440008,1202.3134942250956
2017-08-15,10.54494437845232,17.268615448028672,102.1553421748104,1764.081319978586,1.4627014648328829,1206.0433125908824
2017-11-15,11.275878444860124,17.558307275985662,107.4340748524973,1886.3604981713918,1.5403353050928634,1224.642772216188
2018-02-15,12.225988768781153,19.701173924731183,103.81645507985913,2045.306037777347,1.6458484658530883,1242.7061665833305
2018-05-15,13.373907825177234,23.48039824372759,95.28557849388032,2237.3433299202748,1.776582901168361,1259.3520563824502
2018-08-15,14.739212020280071,32.032965627240145,76.97530640526152,2465.7473442260202,1.9811461339844232,1244.6064941544626
2018-11-15,16.303526662560294,37.08946738351254,73.53689174670073,2727.444147924149,2.2697008344910397,1201.67561578033
2019-02-15,18.030837005642713,38.975156221198155,77.39311567989016,3016.408774068979,2.498661478391119,1207.2098602213357
2019-05-15,19.824131237469032,43.92364132616489,75.50403051304785,3316.4119549349234,2.77640639833185,1194.4980233900646
2019-08-15,21.695904946081463,50.50063870967743,71.87125135460941,3629.5440982715445,3.053364999015029,1188.702988159746
2019-11-15,23.616604234502393,59.373423978494614,66.54258452111482,3950.861083396963,3.4537558964146333,1143.9317664280727
2020-02-15,25.589616080914197,61.52627015202077,69.57888903323466,4280.929523536271,3.7588397532885884,1138.8965224683784
2020-05-15,27.62181360740402,67.64342813620071,68.31261161741247,4620.899234738631,3.9949017375221736,1156.699097586498
2020-08-15,29.746762316051672,73.26904623655912,67.91934249727419,4976.385445789478,4.2685885076465615,1165.815218982809
2020-11-15,31.942070493854562,80.0253511827957,66.77436750630457,5343.642209701085,4.710156548484103,1134.493547018275
2021-02-15,34.21654220428642,88.55494692780339,64.63944219392017,5724.142372925416,5.286698989689313,1082.7441441416
2021-05-15,36.66021588260168,94.5114252219376,64.89108169682628,6132.94861536024,5.946863744270531,1031.2912619309618
2021-08-15,39.34544035526853,102.15771092737562,64.43139957830583,6582.164292766797,6.670908789321214,986.6967905937377
2021-11-15,42.23238085554424,110.87789946147042,63.71987037038451,7065.125380625422,7.49821368387402,942.2411361548662
2022-02-15,45.302343029457205,118.6922622459657,63.851714727600466,7578.704469302945,8.262873577741468,917.199615605697
