,NOMPROV,NOMDPTO,seccion_nombre,NAM,count,pct
432,San Juan,Chimbas,Chimbas,Chimbas,1289,0.0018835253632982882
433,San Juan,Iglesia,Iglesia,Iglesia,125,0.00018265373965266565
434,San Juan,Jáchal,Jáchal,Jachal,289,0.00042229544607696296
435,San Juan,Pocito,Pocito,Pocito,899,0.0013136456955819714
436,San Juan,Rawson,Rawson,Rawson,1625,0.0023744986154846533
437,San Juan,Rivadavia,Rivadavia,Rivadavia,1227,0.001792929108430566
438,San Juan,San Martín,San Martín,San Martín,155,0.00022649063716930542
439,San Juan,Santa Lucía,Santa Lucía,Santa Lucía,703,0.0010272446318065917
440,San Juan,Sarmiento,Sarmiento,Sarmiento,321,0.0004690548034280454
441,San Juan,Ullum,Ullúm,Ullum,71,0.00010374732412271408
442,San Juan,Valle Fértil,Valle Fértil,Valle Fértil,103,0.00015050668147379649
443,San Juan,Zonda,Zonda,Zonda,76,0.00011105347370882071
444,San Luis,Ayacucho,Ayacucho,Ayacucho,302,0.0004412914350008402
445,San Luis,Belgrano,Belgrano,Belgrano,55,8.036764544717288e-05
446,San Luis,Chacabuco,Chacabuco,Chacabuco,344,0.0005026630915241359
447,San Luis,Coronel Pringles,Pringles,Coronel Pringles,229,0.0003346216510436835
448,San Luis,General Pedernera,Pedernera,General Pedernera,2098,0.00306566036633034
449,San Luis,Gobernador Dupuy,Gobernador Dupuy,Gobernador Dupuy,188,0.00027471122443760914
450,San Luis,Junín,Junín,Junín,599,0.0008752767204155738
451,San Luis,La Capital,Pueyrredon,Juan Martín de Pueyrredón,3490,0.005099692411102425
452,San Luis,Libertador General San Martín,San Martín,Libertador General San Martín,68,9.936363437105012e-05
453,Santa Cruz,Corpen Aike,Corpen Aike,Corpen Aike,246,0.00035946255963644597
454,Santa Cruz,Deseado,Deseado,Deseado,2350,0.0034338903054701143
455,Santa Cruz,Güer Aike,Güer Aike,Güer Aike,2149,0.003140183092108628
456,Santa Cruz,Lago Argentino,Lago Argentino,Lago Argentino,496,0.0007247700389417773
457,Santa Cruz,Lago Buenos Aires,Lago Buenos Aires,Lago Buenos Aires,183,0.0002674050748515025
458,Santa Cruz,Magallanes,Magallanes,Magallanes,198,0.0002893235236098224
459,Santa Cruz,Río Chico,Río Chico,Río Chico,117,0.00017096390031489506
460,Santa Fe,9 de Julio,Nueve De Julio,9 de Julio,493,0.0007203863491901133
461,Santa Fe,Belgrano,Belgrano,Belgrano,838,0.0012245106706314705
462,Santa Fe,Caseros,Caseros,Caseros,1510,0.002206457175004201
463,Santa Fe,Castellanos,Castellanos,Castellanos,3295,0.0048147525772442665
464,Santa Fe,Constitución,Constitución,Constitución,1535,0.002242987922934734
465,Santa Fe,Garay,Garay,Garay,328,0.00047928341284859466
466,Santa Fe,General López,General López,General López,3567,0.005212207114728467
467,Santa Fe,General Obligado,General Obligado,General Obligado,2831,0.0041367418956535715
468,Santa Fe,Iriondo,Iriondo,Iriondo,1174,0.0017154839228178357
469,Santa Fe,La Capital,La Capital,La Capital,9152,0.013373176202409569
470,Santa Fe,Las Colonias,Las Colonias,Las Colonias,2025,0.0029589905823731834
471,Santa Fe,Rosario,Rosario,Rosario,21042,0.030747199918171125
472,Santa Fe,San Cristobal,San Cristóbal,San Cristóbal,1222,0.0017856229588444593
473,Santa Fe,San Javier,San Javier,San Javier,499,0.0007291537286934413
474,Santa Fe,San Jerónimo,San Jerónimo,San Jerónimo,1426,0.0020837138619576095
475,Santa Fe,San Justo,San Justo,San Justo,700,0.0010228609420549276
476,Santa Fe,San Lorenzo,San Lorenzo,San Lorenzo,2869,0.004192268632507982
477,Santa Fe,San Martín,San Martín,San Martín,1189,0.0017374023715761556
478,Santa Fe,Vera,Vera,Vera,778,0.001136836875598191
479,Santiago del Estero,Aguirre,Aguirre,Aguirre,119,0.0001738863601493377
480,Santiago del Estero,Alberdi,Alberdi,Alberdi,233,0.00034046657071256877
481,Santiago del Estero,Atamisqui,Atamisqui,Atamisqui,149,0.00021772325766597746
482,Santiago del Estero,Avellaneda,Avellaneda,Avellaneda,274,0.0004003769973186431
483,Santiago del Estero,Banda,Banda,Banda,2066,0.003018901008979258
484,Santiago del Estero,Belgrano,Belgrano,Belgrano,155,0.00022649063716930542
485,Santiago del Estero,Capital,Capital,Capital,3895,0.0056914905275770615
486,Santiago del Estero,Choya,Choya,Choya,591,0.0008635868810778032
487,Santiago del Estero,Copo,Copo,Copo,397,0.000580108277136866
488,Santiago del Estero,Figueroa,Figueroa,Figueroa,211,0.0003083195125336996
489,Santiago del Estero,General Taboada,Taboada,General Taboada,485,0.0007086965098523427
490,Santiago del Estero,Guasayán,Guasayán,Guasayán,102,0.00014904545155657517
491,Santiago del Estero,Jiménez,Jiménez,Jiménez,205,0.0002995521330303717
492,Santiago del Estero,Juan F. Ibarra,Juan F. Ibarra,Juan F. Ibarra,231,0.00033754411087812613
493,Santiago del Estero,Loreto,Loreto,Loreto,293,0.0004281403657458483
494,Santiago del Estero,Mitre,Mitre,Mitre,29,4.237566759941843e-05
495,Santiago del Estero,Moreno,Moreno,Moreno,457,0.0006677820721701456
496,Santiago del Estero,Ojo de agua,Ojo De Agua,Ojo de Agua,205,0.0002995521330303717
497,Santiago del Estero,Pelegrini,Pellegrini,Pellegrini,288,0.00042083421615974167
498,Santiago del Estero,Quebrachos,Quebrachos,Quebrachos,131,0.0001914211191559936
499,Santiago del Estero,Rivadavia,Rivadavia,Rivadavia,76,0.00011105347370882071
500,Santiago del Estero,Robles,Robles,Robles,622,0.0009088850085116643
501,Santiago del Estero,Río Hondo,Río Hondo,Río Hondo,771,0.0011266082661776416
502,Santiago del Estero,Salavina,Salavina,Salavina,148,0.00021626202774875612
503,Santiago del Estero,San Martín,San Martín,San Martín,127,0.0001855761994871083
504,Santiago del Estero,Sarmiento,Sarmiento,Sarmiento,55,8.036764544717288e-05
505,Santiago del Estero,Silípica,Silipica,Silipica,94,0.00013735561221880457
506,Tierra del Fuego,Río Grande,Río Grande,Río Grande,1487,0.0021728488869081105
507,Tierra del Fuego,Ushuaia,Ushuaia,Ushuaia,1212,0.001771010659672246
508,Tucumán,Burruyacú,Burruyacu,Burruyacú,541,0.0007905253852167369
509,Tucumán,Capital,Capital,Capital,8086,0.011815505110651636
510,Tucumán,Chicligasta,Chicligasta,Chicligasta,1158,0.0016921042441422945
511,Tucumán,Cruz Alta,Cruz Alta,Cruz Alta,2612,0.0038167325437821016
512,Tucumán,Famallá,Famaillá,Famaillá,491,0.0007174638893556707
513,Tucumán,Graneros,Graneros,Graneros,193,0.0002820173740237158
514,Tucumán,Juan B. Alberdi,Alberdi,Juan Bautista Alberdi,439,0.0006414799336601618
515,Tucumán,La Cocha,La Cocha,La Cocha,268,0.00039160961781531514
516,Tucumán,Leales,Leales,Leales,776,0.0011339144157637483
517,Tucumán,Lules,Lules,Lules,1090,0.0015927406097712444
518,Tucumán,Monteros,Monteros,Monteros,942,0.0013764785820224884
519,Tucumán,Río Chico,Río Chico,Río Chico,821,0.001199669762038708
520,Tucumán,Simoca,Simoca,Simoca,432,0.0006312513242396125
521,Tucumán,Tafí Viejo,Tafí Viejo,Tafí Viejo,1848,0.002700352887025009
522,Tucumán,Tafí del Valle,Tafí Del Valle,Tafí del Valle,235,0.0003433890305470114
523,Tucumán,Trancas,Trancas,Trancas,275,0.0004018382272358644
524,Tucumán,Yerba Buena,Yerba Buena,Yerba Buena,1211,0.0017695494297550248
